0	0	9.571	19.143	28.714	38.286	47.857	57.429	67	76.571	86.143	95.714	105.286	114.857	124.429	134
0.923	0	0.948	4.176	7.723	10.695	12.017	12.327	12.203	11.336	9.431	7.456	5.75	4.272	2.863	1.1
1.852	0	2.048	6.248	9.363	11.129	12.249	12.5	12.439	12.051	11.467	10.596	9.131	7.518	5.187	2.523
2.781	0.18	2.78	6.943	9.658	11.17	12.257	12.5	12.451	12.169	11.794	11.265	10.366	9.008	6.604	3.659
3.71	0.364	3.132	7.181	9.617	11.062	12.271	12.5	12.461	12.222	11.886	11.403	10.644	9.487	7.275	4.208
4.639	0	3.25	7.184	9.409	10.979	12.288	12.5	12.466	12.254	11.935	11.442	10.668	9.593	7.471	4.36
5.568	0	3.424	6.979	9.214	10.979	12.309	12.5	12.47	12.27	11.953	11.423	10.546	9.443	7.352	4.171
6.497	0	4.391	7.002	9.249	11.102	12.333	12.5	12.471	12.282	11.963	11.38	10.295	8.938	6.88	3.363
6.7	0	4.83	7.126	9.321	11.145	12.338	12.5	12.471	12.285	11.966	11.376	10.247	8.764	6.703	3.037
